,N_clusters,algo,compute_time,false_positives_ratio,results,seed,true_positives_ratio
313,30,CAML_07VEJJ,20.79416847229004,0.0,[],8,0.6333333333333333
314,30,FINDER_1D,0.6501445770263672,0.0,"{'sigma': 41.982439134470276, 'threshold': 10.0}",8,0.6666666666666666
315,30,FINDER_1D_loop,0.7264363765716553,0.0,"{'sigma': 50.77758543206271, 'threshold': 10.0}",8,0.4666666666666667
316,30,dbscan,0.0036323070526123047,0.0,[],8,0.0
317,30,OPTICS,5.599363565444946,0.0,[],8,0.43333333333333335
318,30,CAML_87B144,22.377374410629272,0.13333333333333333,[],9,0.6
319,30,CAML_07VEJJ,20.82882070541382,0.06666666666666667,[],9,0.7
320,30,FINDER_1D,0.8349936008453369,0.0,"{'sigma': 41.19664996333687, 'threshold': 10.0}",9,0.8
321,30,FINDER_1D_loop,0.7580978870391846,0.0,"{'sigma': 54.04630246059743, 'threshold': 10.0}",9,0.5666666666666667
322,30,dbscan,0.003567934036254883,0.0,[],9,0.0
323,30,OPTICS,4.86528754234314,0.0,[],9,0.4666666666666667
324,30,CAML_87B144,22.777002573013306,0.06666666666666667,[],10,0.4666666666666667
325,30,CAML_07VEJJ,21.284510850906372,0.13333333333333333,[],10,0.5666666666666667
326,30,FINDER_1D,0.7387106418609619,0.0,"{'sigma': 35.74624491910464, 'threshold': 10.0}",10,0.6666666666666666
327,30,FINDER_1D_loop,0.6976814270019531,0.0,"{'sigma': 51.118270697001314, 'threshold': 10.0}",10,0.5
328,30,dbscan,0.003745555877685547,0.0,[],10,0.0
329,30,OPTICS,6.17286229133606,0.0,[],10,0.4666666666666667
