,algo,compute_time,false_positives_ratio,noise_ratio,results,seed,true_positives_ratio
117,FINDER_1D_loop,0.43541765213012695,0.0,0.5,"{'sigma': 71.87649166761098, 'threshold': 10.0}",8,0.8
118,dbscan,0.002063751220703125,0.0,0.5,[],8,0.0
119,OPTICS,1.7175202369689941,0.0,0.5,[],8,0.52
120,CAML_87B144,9.720057010650635,0.52,0.5,[],9,0.4
121,CAML_07VEJJ,9.102541208267212,0.08,0.5,[],9,0.88
122,FINDER_1D,0.6250004768371582,0.0,0.5,"{'sigma': 50.972837015042174, 'threshold': 10.0}",9,1.0
123,FINDER_1D_loop,0.5321660041809082,0.0,0.5,"{'sigma': 70.8618555775353, 'threshold': 10.0}",9,0.96
124,dbscan,0.0022623538970947266,0.0,0.5,[],9,0.0
125,OPTICS,1.8389711380004883,0.0,0.5,[],9,0.56
126,CAML_87B144,9.911728143692017,0.12,0.5,[],10,0.12
127,CAML_07VEJJ,9.320486783981323,0.0,0.5,[],10,0.88
128,FINDER_1D,0.6861774921417236,0.0,0.5,"{'sigma': 51.503481687071286, 'threshold': 10.0}",10,1.0
129,FINDER_1D_loop,0.42899560928344727,0.0,0.5,"{'sigma': 77.60087010171844, 'threshold': 10.0}",10,0.88
130,dbscan,0.0019252300262451172,0.0,0.5,[],10,0.0
131,OPTICS,1.7052855491638184,0.0,0.5,[],10,0.68
132,CAML_87B144,10.959723472595215,2.04,1.0,[],0,0.48
133,CAML_07VEJJ,9.88926076889038,0.08,1.0,[],0,0.8
134,FINDER_1D,0.6689534187316895,0.0,1.0,"{'sigma': 56.56239495247007, 'threshold': 10.0}",0,1.0
135,FINDER_1D_loop,0.5208327770233154,0.0,1.0,"{'sigma': 60.98715534844274, 'threshold': 10.0}",0,0.76
136,dbscan,0.0024056434631347656,0.0,1.0,[],0,0.0
137,OPTICS,2.378526210784912,0.0,1.0,[],0,0.6
138,CAML_87B144,11.430988073348999,1.0,1.0,[],1,0.32
139,CAML_07VEJJ,10.04000973701477,0.12,1.0,[],1,0.8
140,FINDER_1D,0.5282449722290039,0.0,1.0,"{'sigma': 53.15409290556508, 'threshold': 10.0}",1,1.0
141,FINDER_1D_loop,0.4266476631164551,0.0,1.0,"{'sigma': 70.82311979831577, 'threshold': 10.0}",1,0.88
142,dbscan,0.002070903778076172,0.0,1.0,[],1,0.0
143,OPTICS,2.0954108238220215,0.0,1.0,[],1,0.64
144,CAML_87B144,10.657817602157593,0.0,1.0,[],2,0.0
145,CAML_07VEJJ,10.20478105545044,0.0,1.0,[],2,0.68
146,FINDER_1D,0.6292767524719238,0.0,1.0,"{'sigma': 47.17004629791827, 'threshold': 10.0}",2,1.0
147,FINDER_1D_loop,0.5358633995056152,0.0,1.0,"{'sigma': 63.069285011829834, 'threshold': 10.0}",2,0.68
148,dbscan,0.0022716522216796875,0.0,1.0,[],2,0.0
149,OPTICS,2.6929638385772705,0.0,1.0,[],2,0.68
150,CAML_87B144,11.935158014297485,1.56,1.0,[],3,0.52
151,CAML_07VEJJ,10.581041812896729,0.04,1.0,[],3,0.88
152,FINDER_1D,0.728783130645752,0.04,1.0,"{'sigma': 51.96767603923384, 'threshold': 10.0}",3,1.0
153,FINDER_1D_loop,0.5796811580657959,0.0,1.0,"{'sigma': 60.657026968528065, 'threshold': 10.0}",3,0.84
154,dbscan,0.0023758411407470703,0.0,1.0,[],3,0.0
155,OPTICS,2.839740037918091,0.0,1.0,[],3,0.64
156,CAML_87B144,11.83829140663147,0.0,1.0,[],4,0.0
157,CAML_07VEJJ,11.280989408493042,0.12,1.0,[],4,0.68
158,FINDER_1D,0.6559481620788574,0.0,1.0,"{'sigma': 46.05594773273026, 'threshold': 10.0}",4,0.96
159,FINDER_1D_loop,0.5749382972717285,0.0,1.0,"{'sigma': 61.58523927291816, 'threshold': 10.0}",4,0.8
160,dbscan,0.002603292465209961,0.0,1.0,[],4,0.0
161,OPTICS,2.9300756454467773,0.0,1.0,[],4,0.64
162,CAML_87B144,11.998969316482544,0.0,1.0,[],5,0.0
163,CAML_07VEJJ,11.444908142089844,0.0,1.0,[],5,0.8
164,FINDER_1D,0.5591211318969727,0.04,1.0,"{'sigma': 48.68090257379456, 'threshold': 10.0}",5,0.96
165,FINDER_1D_loop,0.5543646812438965,0.0,1.0,"{'sigma': 67.06871422850126, 'threshold': 10.0}",5,0.8
166,dbscan,0.0024192333221435547,0.0,1.0,[],5,0.0
167,OPTICS,3.082491874694824,0.0,1.0,[],5,0.68
168,CAML_87B144,12.323446273803711,0.0,1.0,[],6,0.0
169,CAML_07VEJJ,11.505022287368774,0.04,1.0,[],6,0.84
170,FINDER_1D,0.5498268604278564,0.0,1.0,"{'sigma': 46.86015220231027, 'threshold': 10.0}",6,1.0
171,FINDER_1D_loop,0.5103867053985596,0.0,1.0,"{'sigma': 74.13896770709263, 'threshold': 10.0}",6,0.96
172,dbscan,0.0022454261779785156,0.0,1.0,[],6,0.0
173,OPTICS,2.4361202716827393,0.0,1.0,[],6,0.64
174,CAML_87B144,12.851848840713501,0.0,1.0,[],7,0.0
175,CAML_07VEJJ,12.105962991714478,0.08,1.0,[],7,0.76
176,FINDER_1D,0.5704391002655029,0.0,1.0,"{'sigma': 47.13511432307854, 'threshold': 10.0}",7,0.92
177,FINDER_1D_loop,0.4774618148803711,0.0,1.0,"{'sigma': 63.81029461743715, 'threshold': 10.0}",7,0.76
178,dbscan,0.002446413040161133,0.0,1.0,[],7,0.0
179,OPTICS,2.603137731552124,0.0,1.0,[],7,0.68
180,CAML_87B144,14.141814470291138,2.56,1.0,[],8,0.48
181,CAML_07VEJJ,12.577606916427612,0.04,1.0,[],8,0.76
182,FINDER_1D,0.6240575313568115,0.0,1.0,"{'sigma': 48.613444406814644, 'threshold': 10.0}",8,0.96
183,FINDER_1D_loop,0.5489156246185303,0.0,1.0,"{'sigma': 65.70045993220786, 'threshold': 10.0}",8,0.8
184,dbscan,0.002661466598510742,0.0,1.0,[],8,0.0
185,OPTICS,3.048452854156494,0.0,1.0,[],8,0.72
186,CAML_87B144,13.668320178985596,0.0,1.0,[],9,0.0
187,CAML_07VEJJ,13.048719882965088,0.04,1.0,[],9,0.84
188,FINDER_1D,0.6709873676300049,0.0,1.0,"{'sigma': 44.43080960075548, 'threshold': 10.0}",9,1.0
189,FINDER_1D_loop,0.6476068496704102,0.0,1.0,"{'sigma': 64.81977867188485, 'threshold': 10.0}",9,0.92
190,dbscan,0.0024526119232177734,0.0,1.0,[],9,0.0
191,OPTICS,3.1231000423431396,0.0,1.0,[],9,0.64
192,CAML_87B144,14.279229640960693,0.0,1.0,[],10,0.0
193,CAML_07VEJJ,13.608118772506714,0.08,1.0,[],10,0.8
194,FINDER_1D,0.6803886890411377,0.0,1.0,"{'sigma': 52.81667190383306, 'threshold': 10.0}",10,1.0
195,FINDER_1D_loop,0.6743717193603516,0.0,1.0,"{'sigma': 56.87666095144438, 'threshold': 10.0}",10,0.84
196,dbscan,0.0025882720947265625,0.0,1.0,[],10,0.0
197,OPTICS,3.0888397693634033,0.0,1.0,[],10,0.84
198,CAML_87B144,16.309839487075806,4.16,1.5,[],0,0.56
199,CAML_07VEJJ,13.604829788208008,0.08,1.5,[],0,0.76
200,FINDER_1D,0.6899302005767822,0.0,1.5,"{'sigma': 49.49516353952552, 'threshold': 10.0}",0,1.0
201,FINDER_1D_loop,0.6176559925079346,0.0,1.5,"{'sigma': 61.224255408139925, 'threshold': 10.0}",0,0.76
202,dbscan,0.0026280879974365234,0.0,1.5,[],0,0.0
203,OPTICS,3.7735915184020996,0.0,1.5,[],0,0.8
204,CAML_87B144,15.826754808425903,3.52,1.5,[],1,0.6
205,CAML_07VEJJ,13.922210454940796,0.08,1.5,[],1,0.76
206,FINDER_1D,0.5850067138671875,0.0,1.5,"{'sigma': 44.04576053060062, 'threshold': 10.0}",1,0.96
207,FINDER_1D_loop,0.5960597991943359,0.0,1.5,"{'sigma': 65.00064399579338, 'threshold': 10.0}",1,0.88
208,dbscan,0.002479076385498047,0.0,1.5,[],1,0.0
209,OPTICS,3.268167495727539,0.0,1.5,[],1,0.68
210,CAML_87B144,16.024919509887695,1.8,1.5,[],2,0.48
211,CAML_07VEJJ,14.70162296295166,0.04,1.5,[],2,0.72
212,FINDER_1D,0.7447841167449951,0.2,1.5,"{'sigma': 44.7228352444231, 'threshold': 10.0}",2,0.96
213,FINDER_1D_loop,0.6926076412200928,0.0,1.5,"{'sigma': 54.136294371125715, 'threshold': 10.0}",2,0.84
214,dbscan,0.0029816627502441406,0.0,1.5,[],2,0.0
215,OPTICS,3.4874236583709717,0.0,1.5,[],2,0.76
216,CAML_87B144,16.09085202217102,0.08,1.5,[],3,0.88
217,CAML_07VEJJ,14.768295288085938,0.04,1.5,[],3,0.96
218,FINDER_1D,0.8516383171081543,0.04,1.5,"{'sigma': 43.309126429021106, 'threshold': 10.0}",3,0.96
219,FINDER_1D_loop,0.7602086067199707,0.0,1.5,"{'sigma': 53.414491277733255, 'threshold': 10.0}",3,0.84
220,dbscan,0.003216981887817383,0.0,1.5,[],3,0.0
221,OPTICS,3.6560795307159424,0.0,1.5,[],3,0.8
222,CAML_87B144,17.049728393554688,0.12,1.5,[],4,0.88
223,CAML_07VEJJ,15.146730661392212,0.08,1.5,[],4,0.8
224,FINDER_1D,0.8079354763031006,0.0,1.5,"{'sigma': 44.41201850244089, 'threshold': 10.0}",4,1.0
225,FINDER_1D_loop,0.7383849620819092,0.0,1.5,"{'sigma': 58.59020209398024, 'threshold': 10.0}",4,0.96
226,dbscan,0.003304719924926758,0.0,1.5,[],4,0.0
227,OPTICS,3.8947932720184326,0.0,1.5,[],4,0.72
228,CAML_87B144,16.70163583755493,0.04,1.5,[],5,0.72
229,CAML_07VEJJ,15.23517894744873,0.12,1.5,[],5,0.76
230,FINDER_1D,0.7462475299835205,0.08,1.5,"{'sigma': 48.5257726931067, 'threshold': 10.0}",5,0.92
231,FINDER_1D_loop,0.8385562896728516,0.0,1.5,"{'sigma': 56.13110338304382, 'threshold': 10.0}",5,0.72
232,dbscan,0.003156423568725586,0.0,1.5,[],5,0.0
233,OPTICS,3.726905345916748,0.0,1.5,[],5,0.76
234,CAML_87B144,17.694493293762207,3.12,1.5,[],6,0.44
235,CAML_07VEJJ,15.13330340385437,0.12,1.5,[],6,0.84
236,FINDER_1D,0.7095625400543213,0.0,1.5,"{'sigma': 44.878236746269735, 'threshold': 10.0}",6,1.0
237,FINDER_1D_loop,0.5933077335357666,0.0,1.5,"{'sigma': 63.169650714264115, 'threshold': 10.0}",6,0.88
238,dbscan,0.0030908584594726562,0.0,1.5,[],6,0.0
239,OPTICS,3.3770289421081543,0.0,1.5,[],6,0.76
240,CAML_87B144,16.672097206115723,0.16,1.5,[],7,0.8
241,CAML_07VEJJ,15.422343254089355,0.08,1.5,[],7,0.76
242,FINDER_1D,0.8978023529052734,0.0,1.5,"{'sigma': 45.79399636171918, 'threshold': 10.0}",7,0.96
243,FINDER_1D_loop,0.7099957466125488,0.0,1.5,"{'sigma': 55.500249019888244, 'threshold': 10.0}",7,0.72
244,dbscan,0.0030069351196289062,0.0,1.5,[],7,0.0
245,OPTICS,3.5529072284698486,0.0,1.5,[],7,0.76
246,CAML_87B144,17.68319320678711,0.04,1.5,[],8,0.8
247,CAML_07VEJJ,16.20298171043396,0.08,1.5,[],8,0.84
248,FINDER_1D,0.7212495803833008,0.08,1.5,"{'sigma': 43.42720521104246, 'threshold': 10.0}",8,0.96
249,FINDER_1D_loop,0.7661433219909668,0.0,1.5,"{'sigma': 56.73834000181768, 'threshold': 10.0}",8,0.8
250,dbscan,0.0032994747161865234,0.0,1.5,[],8,0.0
251,OPTICS,4.054542541503906,0.0,1.5,[],8,0.72
252,CAML_87B144,17.588502407073975,0.04,1.5,[],9,0.8
253,CAML_07VEJJ,16.48633623123169,0.0,1.5,[],9,0.92
254,FINDER_1D,0.9733495712280273,0.08,1.5,"{'sigma': 41.68318864440285, 'threshold': 10.0}",9,1.0
255,FINDER_1D_loop,0.7850329875946045,0.0,1.5,"{'sigma': 58.53357509236869, 'threshold': 10.0}",9,0.92
256,dbscan,0.003220796585083008,0.0,1.5,[],9,0.0
257,OPTICS,4.105616331100464,0.0,1.5,[],9,0.76
258,CAML_87B144,17.900969743728638,0.08,1.5,[],10,0.8
259,CAML_07VEJJ,17.450732231140137,0.16,1.5,[],10,0.92
260,FINDER_1D,0.9732358455657959,0.0,1.5,"{'sigma': 42.798774248376525, 'threshold': 10.0}",10,1.0
261,FINDER_1D_loop,0.8154904842376709,0.0,1.5,"{'sigma': 48.883334691019535, 'threshold': 10.0}",10,0.88
262,dbscan,0.0033097267150878906,0.0,1.5,[],10,0.0
263,OPTICS,3.972322940826416,0.0,1.5,[],10,0.84
264,CAML_87B144,18.498422384262085,0.0,2.0,[],0,0.88
265,CAML_07VEJJ,18.056246995925903,0.12,2.0,[],0,0.88
266,FINDER_1D,0.7972598075866699,0.04,2.0,"{'sigma': 41.87510250322424, 'threshold': 10.0}",0,0.96
267,FINDER_1D_loop,0.7398731708526611,0.0,2.0,"{'sigma': 57.570050366767624, 'threshold': 10.0}",0,0.84
268,dbscan,0.003309965133666992,0.0,2.0,[],0,0.0
269,OPTICS,4.236720561981201,0.0,2.0,[],0,0.76
270,CAML_87B144,18.921197175979614,0.16,2.0,[],1,0.64
271,CAML_07VEJJ,18.38124442100525,0.12,2.0,[],1,0.8
272,FINDER_1D,0.7746222019195557,0.12,2.0,"{'sigma': 45.53796379519228, 'threshold': 10.0}",1,1.0
273,FINDER_1D_loop,0.6571071147918701,0.0,2.0,"{'sigma': 57.79765014349748, 'threshold': 10.0}",1,0.84
274,dbscan,0.0033652782440185547,0.0,2.0,[],1,0.0
275,OPTICS,3.9624009132385254,0.0,2.0,[],1,0.72
276,CAML_87B144,19.422487020492554,0.08,2.0,[],2,0.68
277,CAML_07VEJJ,18.597771644592285,0.08,2.0,[],2,0.8
278,FINDER_1D,0.8224353790283203,0.04,2.0,"{'sigma': 40.4619560873853, 'threshold': 10.0}",2,0.96
279,FINDER_1D_loop,0.7924237251281738,0.0,2.0,"{'sigma': 58.20737860705477, 'threshold': 10.0}",2,0.88
280,dbscan,0.003551006317138672,0.0,2.0,[],2,0.0
281,OPTICS,4.7438061237335205,0.0,2.0,[],2,0.72
282,CAML_87B144,20.604222774505615,0.16,2.0,[],3,0.76
283,CAML_07VEJJ,18.496432781219482,0.04,2.0,[],3,0.84
284,FINDER_1D,0.9798104763031006,0.24,2.0,"{'sigma': 41.34260437083871, 'threshold': 10.0}",3,1.0
285,FINDER_1D_loop,0.9386351108551025,0.0,2.0,"{'sigma': 53.42380629314362, 'threshold': 10.0}",3,0.84
286,dbscan,0.0037543773651123047,0.0,2.0,[],3,0.0
287,OPTICS,5.0237579345703125,0.0,2.0,[],3,0.76
288,CAML_87B144,20.33942461013794,0.16,2.0,[],4,0.68
289,CAML_07VEJJ,18.567956686019897,0.12,2.0,[],4,0.8
290,FINDER_1D,0.9593863487243652,0.12,2.0,"{'sigma': 41.31116163164053, 'threshold': 10.0}",4,0.92
291,FINDER_1D_loop,0.8174054622650146,0.0,2.0,"{'sigma': 53.13915525696603, 'threshold': 10.0}",4,0.76
292,dbscan,0.0035753250122070312,0.0,2.0,[],4,0.0
293,OPTICS,5.25513768196106,0.0,2.0,[],4,0.76
294,CAML_87B144,21.10783338546753,0.16,2.0,[],5,0.72
295,CAML_07VEJJ,20.337890148162842,0.12,2.0,[],5,0.8
296,FINDER_1D,0.942495584487915,0.12,2.0,"{'sigma': 37.810636084427614, 'threshold': 10.0}",5,0.92
297,FINDER_1D_loop,0.8344748020172119,0.0,2.0,"{'sigma': 49.19403121817724, 'threshold': 10.0}",5,0.72
298,dbscan,0.003673076629638672,0.0,2.0,[],5,0.0
299,OPTICS,5.281018972396851,0.0,2.0,[],5,0.72
300,CAML_87B144,21.306419849395752,0.12,2.0,[],6,0.72
301,CAML_07VEJJ,19.391075611114502,0.04,2.0,[],6,0.92
302,FINDER_1D,0.730205774307251,0.04,2.0,"{'sigma': 40.4686791020947, 'threshold': 10.0}",6,0.96
303,FINDER_1D_loop,0.7749671936035156,0.0,2.0,"{'sigma': 55.27560100050229, 'threshold': 10.0}",6,0.92
304,dbscan,0.0034461021423339844,0.0,2.0,[],6,0.0
305,OPTICS,4.707568407058716,0.0,2.0,[],6,0.88
306,CAML_87B144,21.68318486213684,0.12,2.0,[],7,0.64
307,CAML_07VEJJ,19.909987688064575,0.2,2.0,[],7,0.76
308,FINDER_1D,0.8841495513916016,0.24,2.0,"{'sigma': 43.031702672165935, 'threshold': 10.0}",7,1.0
309,FINDER_1D_loop,0.8518600463867188,0.0,2.0,"{'sigma': 57.95355718218991, 'threshold': 10.0}",7,0.88
310,dbscan,0.0035250186920166016,0.0,2.0,[],7,0.0
311,OPTICS,4.86886191368103,0.0,2.0,[],7,0.68
312,CAML_87B144,21.62291955947876,0.16,2.0,[],8,0.64
313,CAML_07VEJJ,20.474796056747437,0.08,2.0,[],8,0.84
314,FINDER_1D,0.8404762744903564,0.24,2.0,"{'sigma': 41.917424135408986, 'threshold': 10.0}",8,1.0
315,FINDER_1D_loop,0.9047393798828125,0.0,2.0,"{'sigma': 53.65734129863341, 'threshold': 10.0}",8,0.96
316,dbscan,0.0036668777465820312,0.0,2.0,[],8,0.0
317,OPTICS,5.665675401687622,0.0,2.0,[],8,0.68
318,CAML_87B144,23.20574426651001,0.12,2.0,[],9,0.84
