,Delta_ratio,algo,compute_time,false_positives_ratio,results,seed,true_positives_ratio
80,1.25,FINDER_1D,0.4191579818725586,0.0,"{'sigma': 59.646509928783836, 'threshold': 10.0}",2,0.88
81,1.25,FINDER_1D_loop,0.2608213424682617,0.0,"{'sigma': 70.20285140463238, 'threshold': 10.0}",2,0.64
82,1.25,dbscan,0.0014591217041015625,0.0,[],2,0.0
83,1.25,OPTICS,1.2424852848052979,0.0,[],2,0.32
84,1.25,CAML_87B144,7.327738285064697,0.36,[],3,0.76
85,1.25,CAML_07VEJJ,7.1960203647613525,0.0,[],3,0.88
86,1.25,FINDER_1D,0.5179364681243896,0.0,"{'sigma': 60.66504915431994, 'threshold': 10.0}",3,0.96
87,1.25,FINDER_1D_loop,0.3301219940185547,0.0,"{'sigma': 65.27564350183373, 'threshold': 10.0}",3,0.68
88,1.25,dbscan,0.001795053482055664,0.0,[],3,0.0
89,1.25,OPTICS,1.0898220539093018,0.0,[],3,0.36
90,1.25,CAML_87B144,7.233333349227905,0.0,[],4,0.0
91,1.25,CAML_07VEJJ,7.0820472240448,0.04,[],4,0.76
92,1.25,FINDER_1D,0.4450702667236328,0.0,"{'sigma': 57.875018529732664, 'threshold': 10.0}",4,0.88
93,1.25,FINDER_1D_loop,0.33339500427246094,0.0,"{'sigma': 62.49413902486439, 'threshold': 10.0}",4,0.56
94,1.25,dbscan,0.0016765594482421875,0.0,[],4,0.0
95,1.25,OPTICS,1.2411603927612305,0.0,[],4,0.4
96,1.25,CAML_87B144,7.761093378067017,0.0,[],5,0.0
97,1.25,CAML_07VEJJ,7.7007293701171875,0.04,[],5,0.68
98,1.25,FINDER_1D,0.5170230865478516,0.0,"{'sigma': 56.68337798171428, 'threshold': 10.0}",5,0.84
99,1.25,FINDER_1D_loop,0.3081660270690918,0.0,"{'sigma': 56.68337798171428, 'threshold': 10.0}",5,0.56
100,1.25,dbscan,0.0017027854919433594,0.0,[],5,0.0
101,1.25,OPTICS,1.3491308689117432,0.0,[],5,0.44
102,1.25,CAML_87B144,8.21190619468689,0.0,[],6,0.6
103,1.25,CAML_07VEJJ,7.619104862213135,0.0,[],6,0.84
104,1.25,FINDER_1D,0.47652506828308105,0.0,"{'sigma': 69.40874399032042, 'threshold': 10.0}",6,0.96
105,1.25,FINDER_1D_loop,0.34264492988586426,0.0,"{'sigma': 69.40874399032042, 'threshold': 10.0}",6,0.76
106,1.25,dbscan,0.0017461776733398438,0.0,[],6,0.0
107,1.25,OPTICS,1.2739331722259521,0.0,[],6,0.4
108,1.25,CAML_87B144,8.438886880874634,0.0,[],7,0.0
109,1.25,CAML_07VEJJ,7.885554313659668,0.0,[],7,0.68
110,1.25,FINDER_1D,0.38721776008605957,0.0,"{'sigma': 58.090378707021685, 'threshold': 10.0}",7,0.8
111,1.25,FINDER_1D_loop,0.2777121067047119,0.0,"{'sigma': 63.123751448518206, 'threshold': 10.0}",7,0.56
112,1.25,dbscan,0.0018377304077148438,0.0,[],7,0.0
113,1.25,OPTICS,1.1356208324432373,0.0,[],7,0.36
114,1.25,CAML_87B144,9.525847911834717,0.68,[],8,0.8
115,1.25,CAML_07VEJJ,8.2850501537323,0.0,[],8,0.76
116,1.25,FINDER_1D,0.45418262481689453,0.0,"{'sigma': 58.97708505288882, 'threshold': 10.0}",8,0.92
117,1.25,FINDER_1D_loop,0.3167724609375,0.0,"{'sigma': 63.84398007550961, 'threshold': 10.0}",8,0.6
118,1.25,dbscan,0.0016720294952392578,0.0,[],8,0.0
119,1.25,OPTICS,1.2920215129852295,0.0,[],8,0.4
120,1.25,CAML_87B144,9.24436330795288,0.0,[],9,0.0
121,1.25,CAML_07VEJJ,8.744011163711548,0.0,[],9,0.92
122,1.25,FINDER_1D,0.5803985595703125,0.0,"{'sigma': 64.84657413291704, 'threshold': 10.0}",9,0.96
123,1.25,FINDER_1D_loop,0.4036428928375244,0.0,"{'sigma': 60.0767445615323, 'threshold': 10.0}",9,0.8
124,1.25,dbscan,0.0017168521881103516,0.0,[],9,0.0
125,1.25,OPTICS,1.3218679428100586,0.0,[],9,0.4
126,1.25,CAML_87B144,10.260638952255249,0.36,[],10,0.76
127,1.25,CAML_07VEJJ,9.404076099395752,0.04,[],10,0.84
128,1.25,FINDER_1D,0.6238088607788086,0.0,"{'sigma': 60.777617218103785, 'threshold': 10.0}",10,1.0
129,1.25,FINDER_1D_loop,0.3887472152709961,0.0,"{'sigma': 60.777617218103785, 'threshold': 10.0}",10,0.76
130,1.25,dbscan,0.0016987323760986328,0.0,[],10,0.0
131,1.25,OPTICS,1.189924955368042,0.0,[],10,0.56
132,1.0,CAML_87B144,9.487957954406738,0.0,[],0,0.0
133,1.0,CAML_07VEJJ,9.298487186431885,0.0,[],0,0.68
134,1.0,FINDER_1D,0.3654367923736572,0.0,"{'sigma': 45.51147432003375, 'threshold': 10.0}",0,0.76
135,1.0,FINDER_1D_loop,0.21559953689575195,0.0,"{'sigma': 56.09864143594156, 'threshold': 10.0}",0,0.4
136,1.0,dbscan,0.0015368461608886719,0.0,[],0,0.0
137,1.0,OPTICS,1.6170504093170166,0.0,[],0,0.2
138,1.0,CAML_87B144,10.298955917358398,0.04,[],1,0.36
139,1.0,CAML_07VEJJ,9.451864957809448,0.0,[],1,0.6
140,1.0,FINDER_1D,0.41393470764160156,0.0,"{'sigma': 48.83532373734665, 'threshold': 10.0}",1,0.88
141,1.0,FINDER_1D_loop,0.20445561408996582,0.0,"{'sigma': 55.50476451686668, 'threshold': 10.0}",1,0.44
142,1.0,dbscan,0.0016498565673828125,0.0,[],1,0.0
143,1.0,OPTICS,1.2080769538879395,0.0,[],1,0.16
144,1.0,CAML_87B144,10.269104242324829,0.0,[],2,0.0
145,1.0,CAML_07VEJJ,9.861502647399902,0.0,[],2,0.6
146,1.0,FINDER_1D,0.3877544403076172,0.0,"{'sigma': 46.816226880292504, 'threshold': 10.0}",2,0.84
147,1.0,FINDER_1D_loop,0.22449493408203125,0.0,"{'sigma': 50.13752500087064, 'threshold': 10.0}",2,0.36
148,1.0,dbscan,0.0014595985412597656,0.0,[],2,0.0
149,1.0,OPTICS,1.5162160396575928,0.0,[],2,0.32
150,1.0,CAML_87B144,11.30925464630127,0.84,[],3,0.68
151,1.0,CAML_07VEJJ,10.884623050689697,0.04,[],3,0.8
152,1.0,FINDER_1D,0.47187256813049316,0.0,"{'sigma': 44.343358473100125, 'threshold': 10.0}",3,0.92
153,1.0,FINDER_1D_loop,0.24894165992736816,0.0,"{'sigma': 50.11859382923018, 'threshold': 10.0}",3,0.56
154,1.0,dbscan,0.0018379688262939453,0.0,[],3,0.0
155,1.0,OPTICS,1.3256893157958984,0.0,[],3,0.32
156,1.0,CAML_87B144,10.767306566238403,0.0,[],4,0.0
157,1.0,CAML_07VEJJ,10.860536575317383,0.0,[],4,0.64
158,1.0,FINDER_1D,0.4294853210449219,0.0,"{'sigma': 44.345262259567484, 'threshold': 10.0}",4,0.84
159,1.0,FINDER_1D_loop,0.25988197326660156,0.0,"{'sigma': 50.48783571755498, 'threshold': 10.0}",4,0.4
160,1.0,dbscan,0.001725912094116211,0.0,[],4,0.0
161,1.0,OPTICS,1.4318499565124512,0.0,[],4,0.36
162,1.0,CAML_87B144,11.537555932998657,0.0,[],5,0.0
163,1.0,CAML_07VEJJ,11.092111349105835,0.08,[],5,0.6
164,1.0,FINDER_1D,0.39905810356140137,0.0,"{'sigma': 44.019491481385714, 'threshold': 10.0}",5,0.8
165,1.0,FINDER_1D_loop,0.25708794593811035,0.0,"{'sigma': 47.43780149281182, 'threshold': 10.0}",5,0.48
166,1.0,dbscan,0.0017113685607910156,0.0,[],5,0.0
167,1.0,OPTICS,1.5525953769683838,0.0,[],5,0.36
168,1.0,CAML_87B144,12.18204641342163,0.04,[],6,0.2
169,1.0,CAML_07VEJJ,11.544790744781494,0.16,[],6,0.64
170,1.0,FINDER_1D,0.4420905113220215,0.0,"{'sigma': 49.67264686916514, 'threshold': 10.0}",6,0.88
171,1.0,FINDER_1D_loop,0.27606940269470215,0.0,"{'sigma': 49.67264686916514, 'threshold': 10.0}",6,0.48
172,1.0,dbscan,0.0017025470733642578,0.0,[],6,0.0
173,1.0,OPTICS,1.6190552711486816,0.0,[],6,0.32
174,1.0,CAML_87B144,11.640901565551758,0.0,[],7,0.0
175,1.0,CAML_07VEJJ,11.60024356842041,0.04,[],7,0.52
176,1.0,FINDER_1D,0.34745192527770996,0.0,"{'sigma': 43.87943338272573, 'threshold': 10.0}",7,0.76
177,1.0,FINDER_1D_loop,0.23563575744628906,0.0,"{'sigma': 43.87943338272573, 'threshold': 10.0}",7,0.36
178,1.0,dbscan,0.0016360282897949219,0.0,[],7,0.0
179,1.0,OPTICS,1.3041324615478516,0.0,[],7,0.28
180,1.0,CAML_87B144,12.96936845779419,0.92,[],8,0.48
181,1.0,CAML_07VEJJ,12.673664093017578,0.04,[],8,0.64
182,1.0,FINDER_1D,0.41087913513183594,0.0,"{'sigma': 48.4231343386588, 'threshold': 10.0}",8,0.84
183,1.0,FINDER_1D_loop,0.2444908618927002,0.0,"{'sigma': 51.697314786849105, 'threshold': 10.0}",8,0.44
184,1.0,dbscan,0.001711130142211914,0.0,[],8,0.0
185,1.0,OPTICS,1.476032018661499,0.0,[],8,0.4
186,1.0,CAML_87B144,12.725127220153809,0.0,[],9,0.0
187,1.0,CAML_07VEJJ,12.722331047058105,0.0,[],9,0.8
188,1.0,FINDER_1D,0.4569213390350342,0.0,"{'sigma': 41.312951478937805, 'threshold': 10.0}",9,0.84
189,1.0,FINDER_1D_loop,0.32439255714416504,0.0,"{'sigma': 50.14605829829726, 'threshold': 10.0}",9,0.56
190,1.0,dbscan,0.0017194747924804688,0.0,[],9,0.0
191,1.0,OPTICS,1.5325307846069336,0.0,[],9,0.4
192,1.0,CAML_87B144,14.410463809967041,0.64,[],10,0.72
193,1.0,CAML_07VEJJ,13.277746438980103,0.12,[],10,0.6
194,1.0,FINDER_1D,0.5508482456207275,0.0,"{'sigma': 50.468601238404396, 'threshold': 10.0}",10,0.96
195,1.0,FINDER_1D_loop,0.31018686294555664,0.0,"{'sigma': 50.468601238404396, 'threshold': 10.0}",10,0.72
196,1.0,dbscan,0.0017769336700439453,0.0,[],10,0.0
197,1.0,OPTICS,1.4329111576080322,0.0,[],10,0.4
198,0.75,CAML_87B144,13.586565256118774,0.0,[],0,0.0
199,0.75,CAML_07VEJJ,12.952783584594727,0.08,[],0,0.28
200,0.75,FINDER_1D,0.2350015640258789,0.0,"{'sigma': 38.505000179445894, 'threshold': 10.0}",0,0.52
201,0.75,FINDER_1D_loop,0.21379327774047852,0.0,"{'sigma': 45.662319290066264, 'threshold': 10.0}",0,0.28
202,0.75,dbscan,0.0014865398406982422,0.0,[],0,0.0
203,0.75,OPTICS,2.086024045944214,0.0,[],0,0.12
204,0.75,CAML_87B144,14.203738451004028,0.24,[],1,0.2
205,0.75,CAML_07VEJJ,13.239145994186401,0.08,[],1,0.52
206,0.75,FINDER_1D,0.29871654510498047,0.0,"{'sigma': 39.32848524350749, 'threshold': 10.0}",1,0.72
207,0.75,FINDER_1D_loop,0.19240689277648926,0.0,"{'sigma': 43.54055066109146, 'threshold': 10.0}",1,0.28
208,0.75,dbscan,0.0014438629150390625,0.0,[],1,0.0
209,0.75,OPTICS,1.6533279418945312,0.0,[],1,0.16
210,0.75,CAML_87B144,14.797997951507568,0.0,[],2,0.0
211,0.75,CAML_07VEJJ,14.094494581222534,0.04,[],2,0.32
212,0.75,FINDER_1D,0.20010995864868164,0.0,"{'sigma': 35.142690299588445, 'threshold': 10.0}",2,0.52
213,0.75,FINDER_1D_loop,0.2154529094696045,0.0,"{'sigma': 48.80687551046033, 'threshold': 10.0}",2,0.24
214,0.75,dbscan,0.0014832019805908203,0.0,[],2,0.0
215,0.75,OPTICS,1.917522668838501,0.0,[],2,0.2
216,0.75,CAML_87B144,15.273262023925781,1.04,[],3,0.56
217,0.75,CAML_07VEJJ,13.951987028121948,0.12,[],3,0.32
218,0.75,FINDER_1D,0.31489062309265137,0.0,"{'sigma': 32.65151190465679, 'threshold': 10.0}",3,0.72
219,0.75,FINDER_1D_loop,0.23223209381103516,0.0,"{'sigma': 43.8862748079967, 'threshold': 10.0}",3,0.36
220,0.75,dbscan,0.0016903877258300781,0.0,[],3,0.0
221,0.75,OPTICS,1.6910285949707031,0.0,[],3,0.24
222,0.75,CAML_87B144,14.606534719467163,0.0,[],4,0.0
223,0.75,CAML_07VEJJ,14.30504298210144,0.16,[],4,0.36
224,0.75,FINDER_1D,0.30361294746398926,0.0,"{'sigma': 34.54675254900306, 'threshold': 10.0}",4,0.64
225,0.75,FINDER_1D_loop,0.23653316497802734,0.0,"{'sigma': 42.40119220991224, 'threshold': 10.0}",4,0.24
226,0.75,dbscan,0.0017154216766357422,0.0,[],4,0.0
227,0.75,OPTICS,1.7477014064788818,0.0,[],4,0.24
228,0.75,CAML_87B144,15.235044240951538,0.0,[],5,0.0
229,0.75,CAML_07VEJJ,15.448943853378296,0.16,[],5,0.4
230,0.75,FINDER_1D,0.31250953674316406,0.0,"{'sigma': 35.165084819840864, 'threshold': 10.0}",5,0.6
231,0.75,FINDER_1D_loop,0.24957013130187988,0.0,"{'sigma': 39.63154640872476, 'threshold': 10.0}",5,0.24
232,0.75,dbscan,0.0017459392547607422,0.0,[],5,0.0
233,0.75,OPTICS,1.8803942203521729,0.0,[],5,0.36
234,0.75,CAML_87B144,16.18965458869934,0.68,[],6,0.2
235,0.75,CAML_07VEJJ,15.276400327682495,0.04,[],6,0.32
236,0.75,FINDER_1D,0.35294628143310547,0.0,"{'sigma': 37.481930151312646, 'threshold': 10.0}",6,0.76
237,0.75,FINDER_1D_loop,0.2001636028289795,0.0,"{'sigma': 47.21330641906925, 'threshold': 10.0}",6,0.32
238,0.75,dbscan,0.001622915267944336,0.0,[],6,0.0
239,0.75,OPTICS,2.1091761589050293,0.0,[],6,0.12
240,0.75,CAML_87B144,16.44775366783142,0.0,[],7,0.0
241,0.75,CAML_07VEJJ,15.854177236557007,0.04,[],7,0.24
242,0.75,FINDER_1D,0.2806432247161865,0.0,"{'sigma': 37.25664357355463, 'threshold': 10.0}",7,0.6
243,0.75,FINDER_1D_loop,0.23503565788269043,0.0,"{'sigma': 41.588339942594644, 'threshold': 10.0}",7,0.24
244,0.75,dbscan,0.0019311904907226562,0.0,[],7,0.0
245,0.75,OPTICS,1.697904348373413,0.0,[],7,0.28
246,0.75,CAML_87B144,17.674190521240234,1.36,[],8,0.52
247,0.75,CAML_07VEJJ,16.800647020339966,0.04,[],8,0.36
248,0.75,FINDER_1D,0.28910064697265625,0.0,"{'sigma': 37.846423837312216, 'threshold': 10.0}",8,0.64
249,0.75,FINDER_1D_loop,0.24304962158203125,0.0,"{'sigma': 47.06178627281749, 'threshold': 10.0}",8,0.32
250,0.75,dbscan,0.0018727779388427734,0.0,[],8,0.0
251,0.75,OPTICS,1.8524775505065918,0.0,[],8,0.2
252,0.75,CAML_87B144,17.040744066238403,0.0,[],9,0.0
253,0.75,CAML_07VEJJ,16.64666771888733,0.12,[],9,0.48
254,0.75,FINDER_1D,0.3753476142883301,0.0,"{'sigma': 36.523492649308565, 'threshold': 10.0}",9,0.84
255,0.75,FINDER_1D_loop,0.23400497436523438,0.0,"{'sigma': 42.392313930691316, 'threshold': 10.0}",9,0.32
256,0.75,dbscan,0.0019211769104003906,0.0,[],9,0.0
257,0.75,OPTICS,1.886488914489746,0.0,[],9,0.24
258,0.75,CAML_87B144,17.802883625030518,0.8,[],10,0.56
259,0.75,CAML_07VEJJ,17.826152563095093,0.04,[],10,0.4
260,0.75,FINDER_1D,0.32082080841064453,0.0,"{'sigma': 32.495540441607844, 'threshold': 10.0}",10,0.76
261,0.75,FINDER_1D_loop,0.24009442329406738,0.0,"{'sigma': 43.573229678728325, 'threshold': 10.0}",10,0.4
262,0.75,dbscan,0.0017218589782714844,0.0,[],10,0.0
263,0.75,OPTICS,1.7566430568695068,0.0,[],10,0.28
